,Name,Text,Date,Likes
145,History Encyclopedia,"Portrait of <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a>, {1680-1687}.

<a href=""/hashtag/HistoryEncyclopedia?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>HistoryEncyclopedia</b></a> <a href=""/hashtag/PaintingsOfIndia?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>PaintingsOfIndia</b></a> <a href=""/hashtag/India?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>India</b></a> <a href=""/hashtag/History?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>History</b></a><a href=""https://t.co/tR0M5ovDeG"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/tR0M5ovDeG</a>",Jan 20,1
146,Vijai Sardesai,"Restoration of <a href=""/hashtag/ShriSaptakoteshwarTemple?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShriSaptakoteshwarTemple</b></a> @ Narve by my <a href=""/hashtag/ArchivesArchaelogyDept?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ArchivesArchaelogyDept</b></a> begins today. Established in 1549 by Narayan Suryarao Sardesai.Built by <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> in 1668 &amp; being restored by my Dept at cost of ₹7.30 Cr in presence of ShivShahir Babasaheb Purandare <a href=""https://t.co/3kNWltvZk2"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/3kNWltvZk2</a>",Jan 12,6
147,Ashok Rajpurohit,"Good read. <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> <a href=""https://t.co/0gZ9MmURJ3"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://twitter.com/GabbarSanghi/status/1078510232022638592"" class=""twitter-timeline-link u-hidden"" target=""_blank"" title=""https://twitter.com/GabbarSanghi/status/1078510232022638592""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/GabbarSanghi/s</span><span class=""invisible"">tatus/1078510232022638592</span><span class=""tco-ellipsis""><span class=""invisible"">&nbsp;</span>…</span></a>",28 Dec 2018,
148,Nirmala Sitharaman,"Thanks, <a href=""/hashtag/Mumbai?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Mumbai</b></a> <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> <a href=""/hashtag/Airport?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Airport</b></a> for this support for <a href=""/hashtag/ArmedFocesWeek2018?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ArmedFocesWeek2018</b></a> <a href=""/hashtag/ArmedForcesFlagDay?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ArmedForcesFlagDay</b></a> and for the <a href=""/KSBSectt"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""2988177187""><s>@</s><b>KSBSectt</b></a>",30 Nov 2018,
149,Sohit Shaikh,"We all are excited to see <a href=""/BeingSalmanKhan"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""132385468""><s>@</s><b>BeingSalmanKhan</b></a> playing role of <a href=""/hashtag/Chhatrapati_Shivaji_Maharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Chhatrapati_Shivaji_Maharaj</b></a> in <a href=""/TaanajiTheFilm"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""1048586471261782022""><s>@</s><b>TaanajiTheFilm</b></a> . Here is my teaser of <a href=""/hashtag/Taanaji?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Taanaji</b></a> featuring Salman Khan as Chhatrapati Shivaji Maharaj. <a href=""/hashtag/SalmanKhan?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>SalmanKhan</b></a> <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> <a href=""/ajaydevgn"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""65659343""><s>@</s><b>ajaydevgn</b></a> <a href=""/hashtag/SaifAliKhan?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>SaifAliKhan</b></a><a href=""https://t.co/z1YjnO8rMv"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/z1YjnO8rMv</a>",22 Oct 2018,2
150,Zoom TV,"Would you like to see <a href=""/BeingSalmanKhan"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""132385468""><s>@</s><b>BeingSalmanKhan</b></a> in the role of <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a>?

<a href=""https://t.co/bgrSitpcei"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://www.timesnownews.com/entertainment/news/bollywood-news/article/salman-khan-to-play-chhatrapati-shivaji-maharaj-in-ajay-devgns-taanaji-the-unsung-warrior-bollywood-news/301274"" class=""twitter-timeline-link u-hidden"" target=""_blank"" title=""https://www.timesnownews.com/entertainment/news/bollywood-news/article/salman-khan-to-play-chhatrapati-shivaji-maharaj-in-ajay-devgns-taanaji-the-unsung-warrior-bollywood-news/301274""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">timesnownews.com/entertainment/</span><span class=""invisible"">news/bollywood-news/article/salman-khan-to-play-chhatrapati-shivaji-maharaj-in-ajay-devgns-taanaji-the-unsung-warrior-bollywood-news/301274</span><span class=""tco-ellipsis""><span class=""invisible"">&nbsp;</span>…</span></a>",18 Oct 2018,21
151,Koimoi.com,"WOAH! <a href=""/hashtag/SaifAliKhan?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>SaifAliKhan</b></a> as <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a>, <a href=""/hashtag/JagapatiBabu?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>JagapatiBabu</b></a> as <a href=""/hashtag/UdaybhanRathod?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>UdaybhanRathod</b></a> in <a href=""/ajaydevgn"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""65659343""><s>@</s><b>ajaydevgn</b></a>’s <a href=""/hashtag/Taanaji?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Taanaji</b></a>?

<a href=""/hashtag/AjayDevgn?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>AjayDevgn</b></a> <a href=""/hashtag/Bollywood?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Bollywood</b></a> <a href=""/hashtag/Koimoi?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Koimoi</b></a> 

By: <a href=""/HimeshMankad"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""102095157""><s>@</s><b>himeshmankad</b></a><a href=""https://t.co/6iWuymcNRP"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://www.koimoi.com/bollywood-news/saif-ali-khan-as-chhatrapati-shivaji-maharaj-jagapati-babu-as-udaybhan-rathod-in-ajay-devgns-taanaji/"" class=""twitter-timeline-link u-hidden"" target=""_blank"" title=""https://www.koimoi.com/bollywood-news/saif-ali-khan-as-chhatrapati-shivaji-maharaj-jagapati-babu-as-udaybhan-rathod-in-ajay-devgns-taanaji/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">koimoi.com/bollywood-news</span><span class=""invisible"">/saif-ali-khan-as-chhatrapati-shivaji-maharaj-jagapati-babu-as-udaybhan-rathod-in-ajay-devgns-taanaji/</span><span class=""tco-ellipsis""><span class=""invisible"">&nbsp;</span>…</span></a>",3 Oct 2018,13
152,BombayTimes,".<a href=""/ajaydevgn"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""65659343""><s>@</s><b>ajaydevgn</b></a> and <a href=""/hashtag/RohitShetty?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>RohitShetty</b></a> to reunite for a biopic on <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a>?

<a href=""https://t.co/SQBnBuRoyK"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/photo-features/movies-to-look-forward-to/rohit-shetty-next-with-ajay-devgn-to-be-based-on-shivaji-maharaj/photostory/65931557.cms"" class=""twitter-timeline-link"" target=""_blank"" title=""https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/photo-features/movies-to-look-forward-to/rohit-shetty-next-with-ajay-devgn-to-be-based-on-shivaji-maharaj/photostory/65931557.cms""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">timesofindia.indiatimes.com/entertainment/</span><span class=""invisible"">hindi/bollywood/photo-features/movies-to-look-forward-to/rohit-shetty-next-with-ajay-devgn-to-be-based-on-shivaji-maharaj/photostory/65931557.cms</span><span class=""tco-ellipsis""><span class=""invisible"">&nbsp;</span>…</span></a>?",24 Sep 2018,2
153,Paresh Joshi,"It took 70+ years to have <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a>’s portrait in <a href=""/rashtrapatibhvn"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""885487044243238912""><s>@</s><b>rashtrapatibhvn</b></a> Thanks to Ramnath Kovindji , <a href=""/narendramodi"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""18839785""><s>@</s><b>narendramodi</b></a> ji &amp; <a href=""/BJP4India"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""207809313""><s>@</s><b>BJP4India</b></a><a href=""https://t.co/AxhQ02pR3M"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/AxhQ02pR3M</a>",23 Feb 2018,5
154,Dosra Parera,"Politically correct, unbaised, and a man with a brave heart.. A proud Hindu or in other words a proud Indian will feel the energy..
He was and he will be a guidance for everyone! 
<a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a>
<a href=""/hashtag/ShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiMaharaj</b></a>
Chhatrapati Shivaji Maharaj ki Jai !!<a href=""https://t.co/f6mFHFzYZT"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/f6mFHFzYZT</a>",20 Feb 2018,1
155,HANSRAJ AHIR,"Attended <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> Jayanti Mahotsav in a very pleasant atmosphere at <a href=""/hashtag/Chandrapur?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Chandrapur</b></a> (Maharashtra). Thanks to all members of <a href=""/hashtag/KamalSportingClub?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>KamalSportingClub</b></a>, Chandrapur to organize such an energetic <a href=""/hashtag/Vyakhyan?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Vyakhyan</b></a> which was elaborating courage, quick skill &amp; values of <a href=""/hashtag/ShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiMaharaj</b></a><a href=""https://t.co/bqSy3XGyuH"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/bqSy3XGyuH</a>",19 Feb 2018,2
156,All India Radio News,"Birth anniversary of Maratha Warrior King <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> being celebrated all over Maharashtra today. <a href=""/hashtag/ShivajiJayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiJayanti</b></a><a href=""https://t.co/qlJ6vzY0OR"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/qlJ6vzY0OR</a>",18 Feb 2018,9
157,Kamlesh Patel #BJP,"My tribute to the great patriot &amp; brave warrior <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> on his birth anniversary. <a href=""https://t.co/lTjEZZzkmr"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/lTjEZZzkmr</a>",18 Feb 2018,2
158,BSNL India,"Chhatrapati Shivaji Maharaj was the first to realise the importance of having a naval force and established a strategic navy and forts on the coastline of Maharashtra,earning him the lesser-known tittle of 'Father of Indian Navy'.<a href=""/hashtag/Chhatrapatishivajimaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>Chhatrapatishivajimaharaj</strong></b></a> <a href=""https://t.co/H2bm3J4Qby"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/H2bm3J4Qby</a>",18 Feb 2018,42
159,Manasi Salvi,"Thank you <a href=""/sudarsansand"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""113826230""><s>@</s><b>sudarsansand</b></a> for this tribute to our Maratha King on his birth anniversary.A True Patriot,Brave Warrior and a Visionary.
Proud to be from the Maratha clan. 
Jai Bhavani. 
<a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> 
<a href=""/hashtag/ShivajiJayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiJayanti</b></a><a href=""https://t.co/bbmM69vx8P"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://twitter.com/sudarsansand/status/965436709134516224"" class=""twitter-timeline-link u-hidden"" target=""_blank"" title=""https://twitter.com/sudarsansand/status/965436709134516224""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/sudarsansand/s</span><span class=""invisible"">tatus/965436709134516224</span><span class=""tco-ellipsis""><span class=""invisible"">&nbsp;</span>…</span></a>",18 Feb 2018,19
160,Sudarsan Pattnaik,"One of my SandArts to pay tributes to <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> on his birth anniversary with message ""A true patriot"". <img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f64f-1f3fb.png"" draggable=""false"" alt=""🙏🏻"" title=""Person with folded hands (light skin tone)"" aria-label=""Emoji: Person with folded hands (light skin tone)""> <a href=""https://t.co/FvquaS1vez"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/FvquaS1vez</a>",18 Feb 2018,82
161,asmakhan pathan,"Remembering the great patriot, true visionary &amp; brave warrior Chhatrapati Shivaji Maharaj on his 388th birth anniversary.
<a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> <a href=""https://t.co/Efun3f7NqO"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/Efun3f7NqO</a>",18 Feb 2018,3
162,The EPIC Channel,"One of India’s bravest sons, <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a>’s life story is one of bravery and courage in the face of insurmountable odds. On his birth anniversary, here’s a video tribute to him. <a href=""https://t.co/NcjkpW1DrM"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/NcjkpW1DrM</a>",18 Feb 2018,1
163,Brahma Tej,"‘Pujya’ Sambhajirao Bhide Guruji  has taught us to follow the path shown by patriotic and righteous <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a>.

<a href=""/hashtag/WeSupportBhideGuruji?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>WeSupportBhideGuruji</b></a><a href=""https://t.co/qmUgAAf1yx"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://www.hindujagruti.org/news/103133.html"" class=""twitter-timeline-link u-hidden"" target=""_blank"" title=""https://www.hindujagruti.org/news/103133.html""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">hindujagruti.org/news/103133.ht</span><span class=""invisible"">ml</span><span class=""tco-ellipsis""><span class=""invisible"">&nbsp;</span>…</span></a>",5 Jan 2018,
164,General Knowledge,"The 210-m-high statue of <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> received environmental clearance to become world’s tallest statue, in?

- <a href=""/hashtag/Maharashtra?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Maharashtra</b></a><a href=""https://t.co/fWqs8AAAZ3"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/fWqs8AAAZ3</a>",3 Nov 2017,2
165,Amit Bhadricha,"360° view of portrait of <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> made using 75,000 CDs by artist <a href=""/hashtag/ChetanRaut?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ChetanRaut</b></a> at Vikroli Kannamwar Nagar Circle.<a href=""https://t.co/avA9AlHEGt"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/avA9AlHEGt</a>",6 May 2017,
166,Vinod Tawde,"<a href=""/hashtag/Maharashtra?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Maharashtra</b></a> found a beacon of inspiration embodied in <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a>. My obeisance to his legacy on his death anniversary. <a href=""https://t.co/qno5cPk7xg"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/qno5cPk7xg</a>",11 Apr 2017,20
167,Vinod Tawde,"Extended <a href=""/hashtag/Maharashtra?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Maharashtra</b></a>'s warm welcome to <a href=""/hashtag/PresidentMukherjee?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>PresidentMukherjee</b></a> on his visit to <a href=""/hashtag/Mumbai?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Mumbai</b></a> with a book on the legacy of <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a>. <a href=""https://t.co/XAa4V14fJB"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/XAa4V14fJB</a>",17 Mar 2017,5
168,Vinod Tawde,"Ideals &amp; vision of <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> fuel our passion to lead <a href=""/hashtag/Maharashtra?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Maharashtra</b></a> towards the glorious future of progressive development.<a href=""https://t.co/OdUfjwJveA"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/OdUfjwJveA</a>",25 Feb 2017,6
169,MAHARASHTRA DGIPR,"ACS Bhagwan Sahay &amp; other dignitaries paid tribute to <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a>  in Mantralay on the occasion of <a href=""/hashtag/shivjayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>shivjayanti</b></a><a href=""https://t.co/X8FWTTDsCi"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/X8FWTTDsCi</a>",19 Feb 2017,
170,Madhur Bhandarkar,"<a href=""/sudarsansand"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""113826230""><s>@</s><b>sudarsansand</b></a> <a href=""/hashtag/SandArt?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>SandArt</b></a> Tribute to the Greatest <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> on his Jayanti,at <a href=""/hashtag/Puribeach?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Puribeach</b></a> <a href=""/hashtag/Odisha?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Odisha</b></a> <img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f1ee-1f1f3.png"" draggable=""false"" alt=""🇮🇳"" title=""Flag of India"" aria-label=""Emoji: Flag of India""><img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f64f.png"" draggable=""false"" alt=""🙏"" title=""Person with folded hands"" aria-label=""Emoji: Person with folded hands""><a href=""https://t.co/5Lsf29yMZi"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/5Lsf29yMZi</a>",18 Feb 2017,2
